code_insee,commune,departement,feu_foret_present,statut,specifique
40269,Saint-Lon-les-Mines,40,,erreur,Remote end closed connection without response
40277,Saint-Pandelon,40,,erreur,Remote end closed connection without response
40280,Saint-Perdon,40,,erreur,Remote end closed connection without response
40276,Saint-Michel-Escalus,40,,erreur,Remote end closed connection without response
40278,Saint-Paul-en-Born,40,,erreur,Remote end closed connection without response
40279,Saint-Paul-lès-Dax,40,,erreur,Remote end closed connection without response
40282,Saint-Sever,40,,erreur,Remote end closed connection without response
40285,Saint-Yaguen,40,,erreur,Remote end closed connection without response
40281,Saint-Pierre-du-Mont,40,,erreur,Remote end closed connection without response
40284,Saint-Vincent-de-Tyrosse,40,,erreur,Remote end closed connection without response
40283,Saint-Vincent-de-Paul,40,,erreur,Remote end closed connection without response
40286,Samadet,40,,erreur,Remote end closed connection without response
40288,Sarbazan,40,,erreur,Remote end closed connection without response
40291,Saubion,40,,erreur,Remote end closed connection without response
40295,Saugnac-et-Muret,40,,erreur,Remote end closed connection without response
40289,Sarraziet,40,,erreur,Remote end closed connection without response
40293,Saubusse,40,,erreur,Remote end closed connection without response
40290,Sarron,40,,erreur,Remote end closed connection without response
40287,Sanguinet,40,,erreur,Remote end closed connection without response
40292,Saubrigues,40,,erreur,Remote end closed connection without response
40294,Saugnac-et-Cambran,40,,erreur,Remote end closed connection without response
40297,Le Sen,40,,erreur,Remote end closed connection without response
40306,Sorde-l'Abbaye,40,,erreur,Remote end closed connection without response
40299,Serreslous-et-Arribans,40,,erreur,Remote end closed connection without response
40303,Solférino,40,,erreur,Remote end closed connection without response
40296,Seignosse,40,,erreur,Remote end closed connection without response
40301,Siest,40,,erreur,Remote end closed connection without response
40305,Sorbets,40,,erreur,Remote end closed connection without response
40300,Seyresse,40,,erreur,Remote end closed connection without response
40298,Serres-Gaston,40,,erreur,Remote end closed connection without response
40304,Soorts-Hossegor,40,,erreur,Remote end closed connection without response
40307,Sore,40,,erreur,Remote end closed connection without response
40309,Souprosse,40,,erreur,Remote end closed connection without response
40308,Sort-en-Chalosse,40,,erreur,Remote end closed connection without response
40310,Soustons,40,,erreur,Remote end closed connection without response
40317,Tosse,40,,erreur,Remote end closed connection without response
40319,Trensacq,40,,erreur,Remote end closed connection without response
40318,Toulouzette,40,,erreur,Remote end closed connection without response
40320,Uchacq-et-Parentis,40,,erreur,Remote end closed connection without response
40311,Taller,40,,erreur,Remote end closed connection without response
40312,Tarnos,40,,erreur,Remote end closed connection without response
40314,Tercis-les-Bains,40,,erreur,Remote end closed connection without response
40313,Tartas,40,,erreur,Remote end closed connection without response
40315,Téthieu,40,,erreur,Remote end closed connection without response
40316,Tilh,40,,erreur,Remote end closed connection without response
40321,Urgons,40,,erreur,Remote end closed connection without response
40323,Vert,40,,erreur,Remote end closed connection without response
40322,Uza,40,,erreur,Remote end closed connection without response
40324,Vicq-d'Auribat,40,,erreur,Remote end closed connection without response
40325,Vielle-Tursan,40,,erreur,Remote end closed connection without response
40328,Vieux-Boucau-les-Bains,40,,erreur,Remote end closed connection without response
40327,Vielle-Soubiran,40,,erreur,Remote end closed connection without response
40326,Vielle-Saint-Girons,40,,erreur,Remote end closed connection without response
40329,Le Vignau,40,,erreur,Remote end closed connection without response
40330,Villenave,40,,erreur,Remote end closed connection without response
40333,Ygos-Saint-Saturnin,40,,erreur,Remote end closed connection without response
40332,Ychoux,40,,erreur,Remote end closed connection without response
40331,Villeneuve-de-Marsan,40,,erreur,Remote end closed connection without response
40334,Yzosse,40,,erreur,Remote end closed connection without response
47005,Allemans-du-Dropt,47,,erreur,Remote end closed connection without response
47006,Allez-et-Cazeneuve,47,,erreur,Remote end closed connection without response
47004,Aiguillon,47,,erreur,Remote end closed connection without response
47001,Agen,47,,erreur,Remote end closed connection without response
47002,Agmé,47,,erreur,Remote end closed connection without response
47003,Agnac,47,,erreur,Remote end closed connection without response
47009,Andiran,47,,erreur,Remote end closed connection without response
47008,Ambrus,47,,erreur,Remote end closed connection without response
47007,Allons,47,,erreur,Remote end closed connection without response
47010,Antagnac,47,,erreur,Remote end closed connection without response
47016,Aubiac,47,,erreur,Remote end closed connection without response
47014,Armillac,47,,erreur,Remote end closed connection without response
47015,Astaffort,47,,erreur,Remote end closed connection without response
47013,Argenton,47,,erreur,Remote end closed connection without response
47011,Anthé,47,,erreur,Remote end closed connection without response
47012,Anzex,47,,erreur,Remote end closed connection without response
47019,Bajamont,47,,erreur,Remote end closed connection without response
47018,Auriac-sur-Dropt,47,,erreur,Remote end closed connection without response
47017,Auradou,47,,erreur,Remote end closed connection without response
47020,Baleyssagues,47,,erreur,Remote end closed connection without response
47024,Beaupuy,47,,erreur,Remote end closed connection without response
47026,Beauziac,47,,erreur,Remote end closed connection without response
47023,Beaugas,47,,erreur,Remote end closed connection without response
47025,Beauville,47,,erreur,Remote end closed connection without response
47022,Bazens,47,,erreur,Remote end closed connection without response
47021,Barbaste,47,,erreur,Remote end closed connection without response
47029,Blanquefort-sur-Briolance,47,,erreur,Remote end closed connection without response
47030,Blaymont,47,,erreur,Remote end closed connection without response
47028,Birac-sur-Trec,47,,erreur,Remote end closed connection without response
47027,Bias,47,,erreur,Remote end closed connection without response
47031,Boé,47,,erreur,Remote end closed connection without response
47032,Bon-Encontre,47,,erreur,Remote end closed connection without response
47033,Boudy-de-Beauregard,47,,erreur,Remote end closed connection without response
47036,Bourlens,47,,erreur,Remote end closed connection without response
47035,Bourgougnague,47,,erreur,Remote end closed connection without response
47034,Bouglon,47,,erreur,Remote end closed connection without response
47037,Bournel,47,,erreur,Remote end closed connection without response
47039,Boussès,47,,erreur,Remote end closed connection without response
47040,Brax,47,,erreur,Remote end closed connection without response
47038,Bourran,47,,erreur,Remote end closed connection without response
47043,Buzet-sur-Baïse,47,,erreur,Remote end closed connection without response
47041,Bruch,47,,erreur,Remote end closed connection without response
47045,Calignac,47,,erreur,Remote end closed connection without response
47044,Cahuzac,47,,erreur,Remote end closed connection without response
47046,Calonges,47,,erreur,Remote end closed connection without response
47042,Brugnac,47,,erreur,Remote end closed connection without response
47049,Casseneuil,47,,erreur,Remote end closed connection without response
47048,Cancon,47,,erreur,Remote end closed connection without response
47047,Cambes,47,,erreur,Remote end closed connection without response
47050,Cassignas,47,,erreur,Remote end closed connection without response
47055,Castelnaud-de-Gratecambe,47,,erreur,Remote end closed connection without response
47053,Castella,47,,erreur,Remote end closed connection without response
47052,Casteljaloux,47,,erreur,Remote end closed connection without response
47054,Castelmoron-sur-Lot,47,,erreur,Remote end closed connection without response
